Source,Target,Type,Id,Label,Weight,Art der Beziehung
468,25,Directed,927,angestellt bei,1,angestellt bei
470,78,Directed,928,studiert an,1,studiert an
470,174,Directed,929,Mitglied von,1,Mitglied von
470,114,Directed,930,angestellt bei,1,angestellt bei
470,79,Directed,931,studiert an,1,studiert an
470,207,Directed,932,Mitglied von,1,Mitglied von
470,18,Directed,933,angestellt bei,1,angestellt bei
471,12,Directed,934,angestellt bei,1,angestellt bei
472,80,Directed,935,studiert an,1,studiert an
473,47,Directed,936,studiert an,1,studiert an
474,174,Directed,937,Mitglied von,1,Mitglied von
474,83,Directed,938,angestellt bei,1,angestellt bei
474,39,Directed,939,studiert an,1,studiert an
474,72,Directed,940,angestellt bei,1,angestellt bei
475,57,Directed,941,studiert an,1,studiert an
475,114,Directed,942,angestellt bei,1,angestellt bei
475,78,Directed,943,angestellt bei,1,angestellt bei
476,208,Directed,944,Mitglied von,1,Mitglied von
476,12,Directed,945,angestellt bei,1,angestellt bei
477,15,Directed,946,studiert an,1,studiert an
477,152,Directed,947,angestellt bei,1,angestellt bei
477,81,Directed,948,studiert an,1,studiert an
477,142,Directed,949,angestellt bei,1,angestellt bei
478,82,Directed,950,studiert an,1,studiert an
478,119,Directed,951,angestellt bei,1,angestellt bei
478,153,Directed,952,angestellt bei,1,angestellt bei
479,80,Directed,953,angestellt bei,1,angestellt bei
480,35,Directed,954,angestellt bei,1,angestellt bei
481,549,Directed,955,Schüler*in von,1,Schüler*in von
481,83,Directed,956,studiert an,1,studiert an
481,151,Directed,957,angestellt bei,1,angestellt bei
481,27,Directed,958,studiert an,1,studiert an
481,50,Directed,959,angestellt bei,1,angestellt bei
481,393,Directed,960,Schüler*in von,1,Schüler*in von
482,50,Directed,961,angestellt bei,1,angestellt bei
484,192,Directed,962,Mitglied von,1,Mitglied von
486,76,Directed,963,studiert an,1,studiert an
486,84,Directed,964,studiert an,1,studiert an
488,191,Directed,965,Mitglied von,1,Mitglied von
488,154,Directed,966,angestellt bei,1,angestellt bei
491,85,Directed,967,angestellt bei,1,angestellt bei
492,114,Directed,969,angestellt bei,1,angestellt bei
495,86,Directed,970,studiert an,1,studiert an
500,154,Directed,972,angestellt bei,1,angestellt bei
502,155,Directed,973,angestellt bei,1,angestellt bei
502,156,Directed,974,angestellt bei,1,angestellt bei
503,26,Directed,975,studiert an,1,studiert an
503,157,Directed,976,angestellt bei,1,angestellt bei
503,44,Directed,977,studiert an,1,studiert an
503,30,Directed,978,studiert an,1,studiert an
504,175,Directed,979,Mitglied von,1,Mitglied von
504,5,Directed,980,angestellt bei,1,angestellt bei
504,182,Directed,981,Mitglied von,1,Mitglied von
504,174,Directed,982,Mitglied von,1,Mitglied von
504,210,Directed,983,Mitglied von,1,Mitglied von
504,8,Directed,984,angestellt bei,1,angestellt bei
505,158,Directed,985,angestellt bei,1,angestellt bei
506,102,Directed,986,angestellt bei,1,angestellt bei
506,2,Directed,987,angestellt bei,1,angestellt bei
506,159,Directed,988,angestellt bei,1,angestellt bei
507,87,Directed,989,studiert an,1,studiert an
507,160,Directed,990,angestellt bei,1,angestellt bei
508,0,Directed,991,studiert an,1,studiert an
508,170,Directed,992,Mitglied von,1,Mitglied von
508,55,Directed,993,angestellt bei,1,angestellt bei
508,9,Directed,994,angestellt bei,1,angestellt bei
509,9,Directed,995,studiert an,1,studiert an
510,161,Directed,996,angestellt bei,1,angestellt bei
512,15,Directed,997,studiert an,1,studiert an
512,129,Directed,998,angestellt bei,1,angestellt bei
512,43,Directed,999,studiert an,1,studiert an
512,88,Directed,1000,studiert an,1,studiert an
512,89,Directed,1001,studiert an,1,studiert an
512,90,Directed,1002,studiert an,1,studiert an
513,91,Directed,1003,studiert an,1,studiert an
513,83,Directed,1004,angestellt bei,1,angestellt bei
514,92,Directed,1005,studiert an,1,studiert an
514,35,Directed,1006,angestellt bei,1,angestellt bei
516,31,Directed,1007,studiert an,1,studiert an
516,174,Directed,1008,Mitglied von,1,Mitglied von
516,65,Directed,1009,angestellt bei,1,angestellt bei
516,78,Directed,1010,studiert an,1,studiert an
517,19,Directed,1011,angestellt bei,1,angestellt bei
517,93,Directed,1013,studiert an,1,studiert an
517,94,Directed,1014,studiert an,1,studiert an
518,36,Directed,1015,studiert an,1,studiert an
518,78,Directed,1016,angestellt bei,1,angestellt bei
468,44,Directed,1017,studiert an,1,studiert an
468,95,Directed,1018,studiert an,1,studiert an
519,31,Directed,1019,studiert an,1,studiert an
519,211,Directed,1020,Mitglied von,1,Mitglied von
519,162,Directed,1021,angestellt bei,1,angestellt bei
520,96,Directed,1022,studiert an,1,studiert an
520,83,Directed,1023,angestellt bei,1,angestellt bei
521,97,Directed,1024,studiert an,1,studiert an
521,212,Directed,1025,Mitglied von,1,Mitglied von
521,131,Directed,1026,angestellt bei,1,angestellt bei
521,98,Directed,1027,studiert an,1,studiert an
521,163,Directed,1028,angestellt bei,1,angestellt bei
451,393,Directed,1029,Schüler*in von,1,Schüler*in von
450,170,Directed,1030,Mitglied von,1,Mitglied von
522,1,Directed,1031,studiert an,1,studiert an
522,212,Directed,1032,Mitglied von,1,Mitglied von
522,12,Directed,1033,angestellt bei,1,angestellt bei
522,44,Directed,1034,studiert an,1,studiert an
522,143,Directed,1035,Mitglied von,1,Mitglied von
522,131,Directed,1036,angestellt bei,1,angestellt bei
522,164,Directed,1037,angestellt bei,1,angestellt bei
523,80,Directed,1038,angestellt bei,1,angestellt bei
524,5,Directed,1039,angestellt bei,1,angestellt bei
524,136,Directed,1041,angestellt bei,1,angestellt bei
524,105,Directed,1042,angestellt bei,1,angestellt bei
525,407,Directed,1043,Schüler*in von,1,Schüler*in von
525,46,Directed,1044,studiert an,1,studiert an
525,212,Directed,1045,Mitglied von,1,Mitglied von
525,132,Directed,1046,angestellt bei,1,angestellt bei
527,25,Directed,1047,studiert an,1,studiert an
527,12,Directed,1048,angestellt bei,1,angestellt bei
527,91,Directed,1049,studiert an,1,studiert an
528,99,Directed,1050,studiert an,1,studiert an
528,165,Directed,1051,angestellt bei,1,angestellt bei
530,191,Directed,1052,Mitglied von,1,Mitglied von
530,80,Directed,1053,angestellt bei,1,angestellt bei
530,208,Directed,1054,Mitglied von,1,Mitglied von
531,100,Directed,1055,studiert an,1,studiert an
531,174,Directed,1056,Mitglied von,1,Mitglied von
531,19,Directed,1057,angestellt bei,1,angestellt bei
531,166,Directed,1058,angestellt bei,1,angestellt bei
532,101,Directed,1059,angestellt bei,1,angestellt bei
532,40,Directed,1061,angestellt bei,1,angestellt bei
533,18,Directed,1062,studiert an,1,studiert an
533,213,Directed,1063,Mitglied von,1,Mitglied von
534,9,Directed,1064,studiert an,1,studiert an
507,43,Directed,1065,angestellt bei,1,angestellt bei
507,167,Directed,1066,angestellt bei,1,angestellt bei
507,150,Directed,1067,angestellt bei,1,angestellt bei
507,28,Directed,1068,angestellt bei,1,angestellt bei
713,44,Directed,1069,angestellt bei,1,angestellt bei
713,715,Directed,1070,angestellt bei,1,angestellt bei
714,716,Directed,1071,studiert an,1,studiert an
717,119,Directed,1085,studiert an,1,studiert an
717,718,Directed,1086,Mitglied von,1,Mitglied von
717,147,Directed,1087,angestellt bei,1,angestellt bei
719,753,Directed,1088,studiert an,1,studiert an
719,87,Directed,1089,studiert an,1,studiert an
719,13,Directed,1090,studiert an,1,studiert an
719,216,Directed,1091,Mitglied von,1,Mitglied von
719,126,Directed,1092,angestellt bei,1,angestellt bei
720,10,Directed,1093,studiert an,1,studiert an
720,151,Directed,1094,studiert an,1,studiert an
720,52,Directed,1095,angestellt bei,1,angestellt bei
721,131,Directed,1096,studiert an,1,studiert an
721,143,Directed,1097,angestellt bei,1,angestellt bei
721,10,Directed,1098,angestellt bei,1,angestellt bei
722,723,Directed,1099,angestellt bei,1,angestellt bei
724,143,Directed,1100,Mitglied von,1,Mitglied von
725,118,Directed,1101,studiert an,1,studiert an
725,222,Directed,1102,studiert an,1,studiert an
725,26,Directed,1103,angestellt bei,1,angestellt bei
725,132,Directed,1104,angestellt bei,1,angestellt bei
726,143,Directed,1105,Mitglied von,1,Mitglied von
726,727,Directed,1106,angestellt bei,1,angestellt bei
728,136,Directed,1107,studiert an,1,studiert an
728,175,Directed,1108,Mitglied von,1,Mitglied von
728,729,Directed,1109,angestellt bei,1,angestellt bei
728,136,Directed,1110,angestellt bei,1,angestellt bei
730,76,Directed,1111,studiert an,1,studiert an
730,731,Directed,1112,studiert an,1,studiert an
730,732,Directed,1113,studiert an,1,studiert an
730,17,Directed,1114,studiert an,1,studiert an
730,181,Directed,1115,Mitglied von,1,Mitglied von
730,228,Directed,1116,angestellt bei,1,angestellt bei
733,734,Directed,1117,studiert an,1,studiert an
733,25,Directed,1118,studiert an,1,studiert an
733,735,Directed,1119,angestellt bei,1,angestellt bei
733,736,Directed,1120,angestellt bei,1,angestellt bei
733,35,Directed,1121,angestellt bei,1,angestellt bei
733,223,Directed,1122,angestellt bei,1,angestellt bei
733,737,Directed,1123,angestellt bei,1,angestellt bei
738,71,Directed,1124,studiert an,1,studiert an
738,9,Directed,1125,studiert an,1,studiert an
738,2,Directed,1126,studiert an,1,studiert an
738,150,Directed,1127,angestellt bei,1,angestellt bei
740,741,Directed,1128,studiert an,1,studiert an
740,114,Directed,1129,angestellt bei,1,angestellt bei
742,25,Directed,1130,studiert an,1,studiert an
742,196,Directed,1131,Mitglied von,1,Mitglied von
742,716,Directed,1132,angestellt bei,1,angestellt bei
743,50,Directed,1133,studiert an,1,studiert an
743,744,Directed,1134,Mitglied von,1,Mitglied von
743,10,Directed,1135,angestellt bei,1,angestellt bei
743,131,Directed,1136,angestellt bei,1,angestellt bei
749,750,Directed,1137,studiert an,1,studiert an
749,25,Directed,1138,studiert an,1,studiert an
749,10,Directed,1139,studiert an,1,studiert an
749,751,Directed,1140,angestellt bei,1,angestellt bei
749,752,Directed,1141,angestellt bei,1,angestellt bei
